id,EAP,HPL,MWS
id25932,0.32562,0.071,0.60339
id11133,0.13898,0.14299,0.71804
id15794,0.56542,0.2131,0.22149
id24479,0.94319,0.03923,0.01758
id09563,0.01362,0.96803,0.01835
id11279,0.03603,0.70322,0.26075
id26680,0.99702,0.0014,0.00158
id20529,0.10437,0.00985,0.88579
id11761,0.75117,0.20185,0.04698
id02337,0.02257,0.97108,0.00636
id04890,0.02848,0.02793,0.94359
id15707,0.02535,0.04846,0.9262
id26204,0.11355,0.01713,0.86932
id15611,0.96946,0.01783,0.01271
id17714,0.38675,0.16388,0.44937
id15392,0.97067,0.01784,0.01149
id14685,0.02962,0.96315,0.00722
id02508,0.19982,0.77735,0.02283
id12406,0.79525,0.07411,0.13064
id24096,0.00576,0.98419,0.01005
id19837,0.93242,0.03521,0.03237
id25565,0.03361,0.00114,0.96525
id27598,0.98322,7e-05,0.01671
id26085,0.8009,0.18093,0.01817
id17400,0.05424,0.03383,0.91192
id04501,0.37703,0.02517,0.5978
id02468,0.01528,0.02999,0.95473
id07394,0.85013,0.1083,0.04157
id18917,0.1176,0.57206,0.31034
id14083,0.61024,0.2448,0.14496
id22675,0.06253,0.34913,0.58834
id27343,0.04269,0.12031,0.83701
id23206,0.40775,0.14691,0.44534
id11105,0.12433,0.86715,0.00852
id21017,0.00156,0.00408,0.99436
id13716,0.27046,0.16896,0.56058
id00352,0.12114,0.72748,0.15138
id12173,0.03022,0.20054,0.76925
id15008,0.20437,0.78318,0.01245
id23347,0.1086,0.00551,0.88588
id23939,0.07923,0.03232,0.88845
id12090,0.23356,0.75456,0.01187
id08307,0.32916,0.54193,0.1289
id21316,0.01072,0.5553,0.43398
id16457,0.35754,0.14813,0.49433
id23808,0.00385,0.00284,0.99331
id12826,0.00765,0.98413,0.00822
id16819,0.05473,0.09765,0.84762
id15128,0.01028,0.9856,0.00412
id14953,0.059,0.9242,0.01679
id04083,0.96466,0.03132,0.00402
id00773,0.02475,0.9667,0.00855
id24585,0.01736,0.04786,0.93478
id01362,0.09794,0.04255,0.8595
id04514,0.89225,0.03022,0.07754
id19075,0.99616,0.00278,0.00105
id06283,0.71962,0.19921,0.08117
id19848,8e-05,0.99982,0.0001
id02566,0.07465,0.84269,0.08266
id26973,0.03824,0.4503,0.51146
id09333,0.00376,0.00015,0.99609
id21745,0.2211,0.01455,0.76435
id27167,0.26753,0.72978,0.00269
id08481,0.08097,0.86995,0.04908
id19456,0.97182,0.02745,0.00073
id01495,0.35305,0.45011,0.19683
id15069,0.53508,0.18016,0.28476
id18174,0.0094,0.00294,0.98766
id14450,0.12672,0.04814,0.82514
id04149,0.03531,0.96273,0.00196
id10972,0.06009,0.03072,0.90919
id05547,0.12399,0.40906,0.46694
id17670,0.02027,0.92181,0.05791
id04740,0.17326,0.08691,0.73983
id24842,0.00363,0.00334,0.99303
id26895,0.67536,0.16029,0.16435
id15591,0.52505,0.2037,0.27125
id20895,0.17352,0.80142,0.02506
id11532,0.03436,0.00487,0.96077
id16516,0.24424,0.04618,0.70958
id14940,0.1325,0.75791,0.10959
id17152,0.70273,0.2692,0.02807
id12870,0.10852,0.48192,0.40956
id17405,0.53352,0.15443,0.31206
id22274,0.20406,0.65177,0.14417
id08337,0.05188,0.01967,0.92845
id19549,0.34181,0.46803,0.19016
id19195,0.36604,0.62513,0.00883
id11564,0.99341,0.00563,0.00096
id26771,0.01397,0.15053,0.83551
id24955,0.01539,0.98049,0.00413
id22140,0.71211,0.10909,0.1788
id19920,0.05883,0.01433,0.92684
id09807,0.00301,0.98958,0.00741
id27426,0.96322,0.00465,0.03213
id22006,0.99716,0.00233,0.00051
id10604,0.40969,0.37521,0.2151
id11017,0.3256,0.52257,0.15183
id14335,0.04924,0.00766,0.9431
id08707,0.87263,0.02276,0.10461
id15869,0.1096,0.00305,0.88736
id20593,0.9347,0.03809,0.02721
id07428,0.62951,0.25174,0.11876
id11527,0.1549,0.80854,0.03656
id14901,0.99728,0.00208,0.00063
id19733,0.49425,0.03334,0.47241
id24677,0.02675,0.9632,0.01005
id26656,0.004,0.00079,0.99521
id11707,0.97822,0.0161,0.00568
id26218,0.14009,0.85695,0.00296
id19262,0.00141,0.0058,0.99279
id24905,0.59494,0.33767,0.06739
id09170,0.79254,0.05113,0.15633
id05772,0.0021,0.0073,0.99061
id25405,0.48261,0.47948,0.03792
id18491,0.22682,0.00132,0.77187
id07780,0.25201,0.0175,0.73049
id01689,0.11818,0.00389,0.87792
id17498,0.00064,0.00088,0.99848
id19964,0.48222,0.34702,0.17075
id14525,0.01065,0.01475,0.9746
id26363,0.25119,0.16841,0.5804
id07108,0.46097,0.00159,0.53744
id11692,0.82034,0.07697,0.10268
id10891,0.02348,0.80995,0.16657
id16743,0.03485,0.85119,0.11397
id11556,0.93185,0.04147,0.02669
id09116,0.60981,0.38144,0.00876
id24015,0.12066,0.14702,0.73233
id00347,0.01208,0.01438,0.97354
id06284,0.02213,0.01332,0.96455
id18794,0.00518,0.9786,0.01622
id10702,0.00161,0.99791,0.00049
id19239,0.1228,0.0044,0.8728
id26016,0.88818,0.09207,0.01975
id26227,0.23606,0.08522,0.67872
id05367,0.1166,0.88016,0.00324
id09568,0.43466,0.08477,0.48058
id04660,0.41078,0.17378,0.41544
id04744,0.81174,0.01751,0.17075
id07251,0.01639,0.96753,0.01607
id25977,0.00612,0.99277,0.00111
id06244,0.08704,0.05943,0.85353
id24560,0.12982,0.86372,0.00647
id05091,0.20875,0.6471,0.14416
id27248,0.04338,0.91372,0.0429
id12528,0.37333,0.10701,0.51967
id27322,0.99431,0.00441,0.00128
id27213,0.08778,0.04087,0.87135
id18588,0.79089,0.08655,0.12256
id14485,0.27045,0.0587,0.67085
id27475,0.01731,0.39865,0.58404
id02280,0.30056,0.43306,0.26638
id24083,0.53747,0.36801,0.09451
id02321,0.16307,0.01896,0.81797
id10299,0.05453,0.00284,0.94263
id27680,0.98279,0.00276,0.01446
id17607,0.13538,0.11516,0.74946
id06661,0.79279,0.11699,0.09022
id23860,0.52644,0.1777,0.29586
id26850,0.00209,0.99297,0.00495
id16484,0.93095,0.02181,0.04724
id15302,0.28245,0.0811,0.63645
id21138,0.31196,0.49585,0.19219
id02525,0.61845,0.30736,0.07419
id12608,0.00463,0.99474,0.00063
id23863,0.03613,0.00683,0.95704
id01755,0.9871,0.01036,0.00254
id10567,0.87215,0.09239,0.03546
id08445,0.48602,0.29455,0.21944
id18146,0.08877,0.09212,0.81912
id22263,0.56025,0.13261,0.30714
id13537,0.21919,0.02429,0.75653
id19985,0.62006,0.07054,0.3094
id08053,0.47068,0.07562,0.45369
id18959,0.00145,0.9982,0.00034
id06641,0.13824,0.84443,0.01733
id27291,0.10968,0.8663,0.02402
id16124,0.30278,0.07007,0.62715
id18221,0.0229,0.25824,0.71886
id25670,0.95007,0.04961,0.00032
id18472,0.95211,0.01279,0.03511
id10302,0.04847,0.00171,0.94982
id07721,0.00363,0.99581,0.00056
id22148,0.01833,0.00174,0.97994
id04724,0.0148,0.98126,0.00394
id03980,0.74281,0.24367,0.01353
id11982,0.96649,0.01791,0.0156
id05566,0.01467,0.98088,0.00445
id13235,0.20112,0.76718,0.0317
id24524,0.94222,0.01266,0.04513
id26783,0.74512,0.00179,0.25309
id02220,0.23044,0.70394,0.06562
id17163,0.93866,0.00721,0.05413
id21903,0.97248,0.02658,0.00094
id13350,0.00091,0.00035,0.99873
id07036,0.85869,0.00887,0.13244
id09150,0.8248,0.13614,0.03905
id22042,0.00346,0.00606,0.99048
id19562,0.01213,0.01074,0.97712
id05125,0.46045,0.39812,0.14144
id19462,0.96528,0.03215,0.00256
id02265,0.79899,0.16269,0.03832
id11769,0.09742,0.86937,0.03321
id19021,0.39252,0.01526,0.59222
id06166,0.84905,0.05503,0.09591
id26800,0.67004,0.05193,0.27803
id21422,0.23432,0.15828,0.6074
id13116,0.23483,0.76166,0.00351
id05996,0.97299,0.01796,0.00905
id23318,0.99524,0.00407,0.00069
id20725,0.02259,0.10282,0.87459
id09210,0.53165,0.46381,0.00453
id25842,0.87177,0.05882,0.06941
id00767,0.63308,0.17703,0.18988
id05036,0.26023,0.68973,0.05003
id14853,0.17801,0.1363,0.68569
id16946,0.00696,0.00245,0.99059
id26804,0.39345,0.12651,0.48004
id24061,0.07197,0.29021,0.63782
id19861,0.91766,0.06216,0.02018
id18210,0.1554,0.04012,0.80447
id24313,0.06218,0.00584,0.93199
id15960,0.07857,0.03094,0.89049
id14037,0.86301,0.13478,0.00221
id17785,0.00643,0.03427,0.9593
id19362,0.31236,0.01396,0.67368
id10372,0.91044,0.08498,0.00459
id03061,0.09929,0.8105,0.09021
id27583,0.0105,0.02389,0.96562
id22055,0.97402,0.01442,0.01156
id07920,0.03292,0.9599,0.00718
id16813,0.1967,0.40902,0.39429
id03088,0.12745,0.24406,0.62849
id03026,0.03825,0.94593,0.01582
id09934,0.84408,0.10807,0.04785
id21452,0.99333,0.0018,0.00487
id05576,0.07026,0.15539,0.77435
id22391,0.01395,0.0221,0.96395
id10554,0.3082,0.1402,0.5516
id03291,0.04508,0.00175,0.95317
id23280,0.89256,0.00582,0.10163
id17777,0.05166,0.00313,0.94521
id24574,0.73327,0.15797,0.10876
id05459,0.07892,0.90419,0.0169
id02724,0.00725,0.02375,0.96901
id27678,0.86777,0.01269,0.11955
id21722,0.00749,0.87015,0.12236
id18139,0.97253,0.01118,0.01629
id16264,0.00049,0.99866,0.00086
id14537,0.97142,0.01871,0.00987
id18814,0.98904,0.01059,0.00037
id08331,0.02558,0.97115,0.00327
id03963,0.95298,0.01033,0.03669
id07558,0.9939,0.00216,0.00394
id26275,0.64552,0.12803,0.22645
id26188,0.43555,0.55572,0.00873
id06789,0.09085,0.84614,0.06301
id21788,1e-05,0.99999,0.0
id13972,0.57399,0.25673,0.16929
id08643,0.9961,0.00301,0.00089
id09642,0.0072,0.99223,0.00057
id14054,0.90285,0.00949,0.08767
id12216,0.03561,0.00452,0.95986
id09211,0.0157,0.97734,0.00696
id16903,0.04208,0.95506,0.00285
id18976,0.00712,0.00663,0.98625
id01861,0.94733,0.05047,0.00221
id22745,0.32157,0.67702,0.0014
id03560,0.9145,0.02788,0.05762
id17799,0.92568,0.03366,0.04066
id12387,0.04262,0.27388,0.6835
id09450,0.57007,0.06357,0.36636
id18088,0.12061,0.12995,0.74945
id21697,0.94719,0.02213,0.03068
id26128,0.00175,0.99751,0.00074
id27462,0.25874,0.15691,0.58436
id19394,0.96457,0.02887,0.00655
id19929,0.62941,0.29497,0.07562
id16056,0.20987,0.30968,0.48045
id08756,0.20756,0.02781,0.76463
id09203,0.0834,0.8582,0.05839
id14098,0.9512,0.02849,0.02031
id24641,0.81658,0.03975,0.14368
id24507,0.00143,0.96474,0.03383
id20161,0.54224,0.43484,0.02292
id11710,0.26849,0.0329,0.69862
id15751,0.23656,0.33618,0.42725
id06617,0.02268,0.03711,0.94021
id19131,0.64871,0.21658,0.13471
id02796,0.47382,0.50498,0.02119
id15575,0.04828,0.66418,0.28754
id21828,0.90402,0.06632,0.02967
id15093,0.16107,0.83658,0.00235
id27867,0.66073,0.10914,0.23013
id19315,0.18112,0.01276,0.80612
id19398,0.55951,0.277,0.16349
id01572,0.19061,0.73366,0.07573
id09781,0.87627,0.04661,0.07712
id19278,0.42285,0.41353,0.16362
id11852,0.13615,0.11275,0.7511
id07067,0.03787,0.00977,0.95236
id08550,0.01459,0.98536,5e-05
id02634,0.97057,0.00034,0.02909
id02449,0.71795,0.04132,0.24073
id10359,0.8624,0.08738,0.05022
id00217,0.86759,0.022,0.11041
id20848,0.10857,0.87492,0.01652
id20229,0.6009,0.3972,0.0019
id02211,0.67341,0.08862,0.23797
id08435,0.26177,0.72344,0.01479
id23681,0.05615,0.01979,0.92406
id00571,0.40155,0.15126,0.44719
id16280,0.0005,0.00011,0.99938
id15022,0.34353,0.04805,0.60842
id08040,0.01709,0.00664,0.97627
id18087,0.72084,0.22339,0.05577
id11280,0.93375,0.06614,0.00011
id21543,0.85109,0.08396,0.06496
id00245,0.93712,0.01925,0.04363
id13745,0.00119,0.00016,0.99864
id15734,0.90688,0.05894,0.03418
id22572,0.02543,0.95993,0.01465
id12741,0.36813,0.0249,0.60697
id16477,0.60434,0.36628,0.02938
id26261,0.07887,0.00125,0.91988
id15867,0.5156,0.15717,0.32723
id10479,0.91714,0.02932,0.05355
id17736,0.14646,0.02837,0.82517
id17768,0.00362,0.00609,0.99029
id14172,0.7517,0.07144,0.17686
id01972,0.12247,0.13173,0.7458
id10962,0.59776,0.10336,0.29888
id16692,0.83967,0.08938,0.07095
id25471,0.00041,0.99865,0.00093
id05603,0.00218,0.99518,0.00264
id15340,0.41304,0.35118,0.23579
id22971,0.90936,0.01882,0.07181
id06765,0.3216,0.655,0.0234
id19864,0.8798,0.00224,0.11795
id15834,0.01289,0.98442,0.00269
id17395,0.0536,0.03046,0.91593
id02585,0.00233,0.99693,0.00074
id13154,0.96663,0.01071,0.02266
id12972,0.20816,0.27139,0.52044
id11103,0.86788,0.01814,0.11398
id26062,0.33285,0.26298,0.40417
id07339,0.80371,0.1068,0.08949
id06096,0.95981,0.03305,0.00714
id22945,0.0005,0.99944,6e-05
id10058,0.54908,0.40164,0.04928
id06435,0.99734,0.00252,0.00014
id12636,0.19775,0.0514,0.75085
id25423,0.043,0.01555,0.94145
id12990,0.01808,0.03167,0.95025
id24106,0.01433,0.9787,0.00697
id14481,0.00166,0.99664,0.0017
id03617,0.5059,0.0263,0.4678
id26055,0.93835,0.02992,0.03173
id23712,0.9173,0.06151,0.02119
id19441,0.02283,0.94632,0.03085
id17042,0.98224,0.01421,0.00355
id09018,0.04752,0.94593,0.00655
id08879,0.0,1.0,0.0
id10841,0.00474,0.99338,0.00189
id04776,0.15798,0.83993,0.00209
id26526,0.00598,0.03109,0.96293
id14181,0.05778,0.77681,0.16541
id18396,0.91576,0.05523,0.02902
id05585,0.20422,0.44449,0.35129
id11546,0.11179,0.67016,0.21804
id08027,0.00166,0.96652,0.03182
id00659,0.19336,0.10989,0.69675
id10937,0.60586,0.27891,0.11523
id01898,0.19716,0.42671,0.37613
id23695,0.01941,0.00788,0.97271
id07856,0.09483,0.66222,0.24295
id25233,0.9383,0.01261,0.04909
id24052,0.1421,0.20575,0.65215
id01698,0.02072,0.97561,0.00367
id01356,0.08717,0.89835,0.01448
id10430,0.00321,0.99459,0.0022
id04778,0.01454,0.00081,0.98465
id24707,0.0159,0.87366,0.11044
id04539,0.90718,0.01363,0.07919
id20011,0.9614,0.01544,0.02316
id09950,0.00426,0.995,0.00074
id14397,0.42289,0.37799,0.19912
id04457,0.00141,0.99737,0.00122
id19469,0.39908,0.15649,0.44443
id24230,0.03797,0.11706,0.84497
id16719,0.98951,0.00887,0.00162
id20183,0.00911,0.99083,6e-05
id24531,0.0187,0.00129,0.98001
id04934,0.74584,0.07168,0.18248
id17230,0.1185,0.0248,0.85671
id07561,0.66329,0.19957,0.13715
id12282,0.00394,0.99603,3e-05
id14992,0.39729,0.54768,0.05503
id02934,0.65196,0.08897,0.25907
id00189,0.99937,0.00059,4e-05
id27941,0.00337,0.99624,0.00039
id14642,0.06235,0.86849,0.06916
id23445,0.92576,0.06591,0.00833
id21603,0.02684,0.02244,0.95072
id21046,0.00419,0.96646,0.02935
id02264,0.25379,0.57655,0.16966
id00409,0.84921,0.11731,0.03348
id00351,0.1385,0.0767,0.78481
id14362,0.00023,0.99932,0.00044
id20757,0.81703,0.17293,0.01004
id22764,0.59748,0.29599,0.10653
id19264,0.09092,0.10718,0.8019
id04506,0.75111,0.05933,0.18956
id18505,0.73094,0.25989,0.00917
id27354,0.13549,0.32881,0.5357
id22410,0.99229,0.0046,0.00311
id14241,0.0021,0.9977,0.0002
id18785,0.2127,0.7666,0.0207
id16649,0.97604,0.01026,0.0137
id16386,0.0007,0.99918,0.00012
id09051,0.03391,0.01136,0.95472
id22296,0.95829,0.03924,0.00247
id08584,0.49217,0.13438,0.37345
id22219,0.11052,0.0067,0.88278
id18790,9e-05,0.99986,5e-05
id10922,0.09241,0.56038,0.34721
id15002,0.25882,0.04752,0.69366
id24862,0.02333,0.9712,0.00546
id25845,0.53947,0.0574,0.40313
id17586,0.00182,0.99639,0.00179
id09390,0.00457,0.00286,0.99257
id20069,0.59134,0.12873,0.27993
id05953,0.03698,0.96077,0.00225
id15583,0.00465,0.99513,0.00022
id03482,0.12437,0.02113,0.8545
id06243,0.94293,0.01892,0.03814
id01116,0.16527,0.0616,0.77313
id17530,0.02023,0.92427,0.0555
id07552,0.06571,0.00199,0.9323
id03131,0.06237,0.90569,0.03194
id23142,0.0241,0.02723,0.94866
id05540,0.9637,0.02404,0.01226
id06292,0.99084,0.00566,0.0035
id26506,0.45912,0.4904,0.05048
id19068,0.12783,0.06959,0.80258
id21782,0.51063,0.03085,0.45853
id24563,0.04553,0.91691,0.03756
id21986,0.11383,0.81992,0.06624
id04967,0.39678,0.28796,0.31526
id11760,0.23755,0.27779,0.48465
id02483,0.96956,0.01563,0.01482
id15791,0.0006,8e-05,0.99932
id14256,0.08217,0.00347,0.91437
id18328,0.83688,0.05127,0.11186
id06213,0.68978,0.2874,0.02282
id00772,0.32115,0.15317,0.52568
id01113,0.7965,0.02669,0.1768
id03972,0.69091,0.30318,0.00591
id25386,0.68988,0.03428,0.27585
id09156,0.25626,0.42622,0.31751
id22624,0.95156,0.04435,0.00409
id17789,0.05323,0.90796,0.03881
id09039,0.00664,0.99256,0.00079
id20538,0.31567,0.25691,0.42742
id05501,0.12764,0.00792,0.86444
id27641,0.59843,0.39897,0.0026
id05965,0.16624,0.20266,0.6311
id23431,0.5021,0.35012,0.14778
id13075,0.02895,0.20806,0.76299
id26190,0.30997,0.01026,0.67977
id12196,0.86053,0.02327,0.11621
id21318,0.02272,0.97434,0.00295
id11277,0.26296,0.49387,0.24317
id07193,0.91285,0.06389,0.02326
id17105,0.05938,0.09312,0.8475
id18263,0.75671,0.06466,0.17864
id22875,0.08961,0.01959,0.89081
id07157,0.00057,4e-05,0.99938
id15051,0.13722,0.01996,0.84282
id08871,0.32749,0.14845,0.52406
id17036,0.07672,0.03734,0.88594
id02783,0.00566,0.0224,0.97195
id26418,0.96834,0.00652,0.02514
id15748,0.31519,0.55744,0.12738
id00820,0.66353,0.21238,0.12409
id27695,0.2471,0.63806,0.11484
id27286,0.67788,0.12179,0.20034
id11680,0.0953,0.01674,0.88796
id01070,0.01916,0.02026,0.96058
id18486,0.00688,0.0214,0.97172
id12389,0.00739,0.98713,0.00548
id12544,0.12216,0.87215,0.00569
id04692,0.99309,0.00194,0.00497
id17342,0.98488,0.00732,0.00781
id09640,0.37797,0.23218,0.38985
id24300,0.78402,0.02489,0.19108
id13725,0.90073,0.09487,0.00439
id22633,0.91407,0.08086,0.00507
id16653,0.47418,0.51392,0.0119
id00184,0.93334,0.01145,0.05521
id23872,0.98503,0.01189,0.00308
id05095,0.80808,0.0408,0.15112
id05757,0.11251,0.26766,0.61983
id26883,0.78411,0.05676,0.15913
id01868,0.54065,0.02795,0.4314
id13053,0.02532,0.00213,0.97255
id24443,0.85175,0.06999,0.07826
id12795,0.01675,0.97289,0.01036
id05298,0.13675,0.04995,0.8133
id07560,0.02711,0.01179,0.96111
id10281,0.61706,0.00595,0.37698
id07254,0.8062,0.0037,0.1901
id00837,0.39616,0.48602,0.11782
id04534,0.12622,0.82025,0.05353
id16716,0.77046,0.20468,0.02486
id04057,0.45431,0.08105,0.46463
id14988,0.45575,0.00208,0.54217
id05353,0.33284,0.37281,0.29435
id21250,0.77984,0.17673,0.04343
id25963,0.12665,0.78019,0.09316
id10370,0.0262,0.55573,0.41806
id26934,0.59471,0.13237,0.27292
id07649,0.14949,0.12804,0.72248
id21169,0.78815,0.04367,0.16819
id25824,0.99079,0.00338,0.00583
id01154,0.43983,0.29791,0.26226
id02523,0.3096,0.13821,0.55218
id07677,0.78976,0.08822,0.12203
id24447,0.1417,0.00486,0.85344
id23036,0.33434,0.00126,0.6644
id05424,0.84508,0.03069,0.12422
id18807,0.30021,0.09194,0.60784
id05894,0.06763,0.55404,0.37834
id08494,0.40179,0.25002,0.34819
id17181,0.524,0.21668,0.25932
id24037,0.04942,0.94062,0.00995
id22495,0.74372,0.08575,0.17053
id21717,0.33975,0.50133,0.15892
id00477,0.3151,0.36658,0.31832
id03167,0.01503,0.00955,0.97542
id08783,0.08058,0.05442,0.86501
id11954,0.99199,0.00241,0.0056
id03029,0.98944,0.00266,0.0079
id16359,0.92081,0.02599,0.0532
id02984,0.99485,0.00357,0.00158
id24559,0.61619,0.34327,0.04054
id26880,0.00075,0.00121,0.99804
id00656,0.0267,0.00319,0.9701
id07825,0.00221,0.99475,0.00304
id16525,0.00344,0.99621,0.00035
id08849,0.64451,0.28348,0.07201
id09260,0.01518,0.98474,7e-05
id22233,0.94868,0.03786,0.01345
id12191,0.03814,0.00629,0.95557
id15505,0.41552,0.58143,0.00305
id15882,0.77588,0.16789,0.05623
id10569,0.74666,0.03121,0.22213
id26059,0.595,0.39403,0.01097
id13055,0.32286,0.15899,0.51816
id05388,0.95974,0.02433,0.01593
id25199,0.1024,0.89571,0.00189
id11813,0.05837,0.06146,0.88017
id14866,0.02806,0.00938,0.96256
id22247,0.11573,0.01185,0.87242
id08196,0.55053,0.33929,0.11018
id27246,0.04805,0.76375,0.1882
id21926,0.02133,0.04674,0.93193
id01930,0.34467,0.01656,0.63877
id26406,0.48762,0.07893,0.43345
id07760,0.02237,0.53512,0.44251
id24815,0.11109,0.04341,0.8455
id22063,0.70211,0.0507,0.24719
id21513,0.26732,0.67004,0.06265
id04006,0.95209,0.00724,0.04067
id06177,0.80881,0.17405,0.01715
id24010,0.72121,0.01507,0.26372
id16402,0.00879,0.00277,0.98843
id23894,0.68145,0.30375,0.0148
id18867,0.52767,0.10102,0.37131
id01691,0.04517,0.55611,0.39872
id11818,0.32854,0.44559,0.22586
id18481,0.2292,0.01987,0.75093
id20137,0.87005,0.11993,0.01003
id14630,0.29551,0.06436,0.64013
id03058,0.494,0.3371,0.16891
id27857,0.0043,0.98927,0.00643
id19345,0.25372,0.68387,0.06241
id12726,0.51714,0.16251,0.32035
id06015,0.10364,0.10976,0.7866
id26548,0.72049,0.10361,0.17591
id20284,0.00816,0.00231,0.98952
id17912,0.74127,0.04796,0.21077
id10287,0.20221,0.19055,0.60724
id03604,0.00559,0.99311,0.0013
id07423,0.12198,0.03605,0.84197
id01484,0.53432,0.46145,0.00423
id16904,0.99246,0.00546,0.00207
id13187,0.00031,0.00028,0.99941
id08507,1e-05,0.99999,0.0
id09599,0.89409,0.06977,0.03614
id20460,0.05961,0.88545,0.05493
id23743,0.00394,0.98998,0.00609
id13914,0.00885,0.98643,0.00473
id23108,0.88975,0.05286,0.05739
id20111,0.27733,0.44092,0.28175
id00300,0.00046,0.99637,0.00317
id25970,0.47018,0.09972,0.43009
id24588,0.05985,0.00916,0.93099
id04799,0.17483,0.28308,0.54209
id19685,0.21933,0.0105,0.77017
id00628,0.00227,0.00221,0.99552
id10632,0.43022,0.24242,0.32735
id24894,0.08972,0.80625,0.10403
id06843,0.31578,0.67071,0.01352
id16211,0.76219,0.11556,0.12226
id10730,0.05437,0.94106,0.00457
id06399,0.38526,0.60547,0.00927
id25138,0.95399,0.03374,0.01227
id04372,0.04112,0.27605,0.68283
id01057,0.65488,0.02723,0.31789
id07505,0.81796,0.14694,0.0351
id17331,0.95463,0.02469,0.02068
id11306,0.24643,0.49923,0.25434
id07490,0.00058,0.99939,3e-05
id00721,0.00599,0.90951,0.0845
id07538,0.41435,0.19044,0.39521
id11289,0.10903,0.01434,0.87663
id25207,0.93897,0.0607,0.00033
id03831,0.94559,0.00406,0.05034
id05371,0.56677,0.2382,0.19503
id07405,0.13613,0.72345,0.14042
id25960,0.01199,0.98052,0.00749
id18497,0.11039,0.09507,0.79454
id24478,0.99703,0.00187,0.0011
id12431,0.10085,0.89434,0.00482
id24080,0.39242,0.01816,0.58942
id11862,0.12014,0.01768,0.86218
id04798,0.88356,0.09067,0.02577
id22638,0.00036,0.99963,1e-05
id16105,0.01195,0.97027,0.01778
id05863,0.40405,0.39521,0.20074
id11466,0.9996,5e-05,0.00035
id06091,0.32695,0.18265,0.4904
id04214,0.01157,0.97075,0.01769
id21197,0.96245,0.02275,0.01481
id06479,0.80918,0.11795,0.07287
id21801,0.92038,0.0393,0.04032
id00540,0.87706,0.12107,0.00188
id07102,0.72204,0.14612,0.13183
id12012,0.01691,0.12293,0.86016
id17850,0.15947,0.58055,0.25998
id12708,0.38056,0.14181,0.47763
id09277,0.54626,0.1242,0.32954
id11482,0.03699,0.77395,0.18905
id15327,0.61601,0.35314,0.03085
id17561,0.01872,0.97044,0.01083
id21966,0.16938,0.20341,0.62721
id05742,0.9695,0.01573,0.01477
id21441,0.74255,0.0497,0.20775
id10819,0.18866,0.77815,0.0332
id00018,0.07195,0.88205,0.04599
id17038,0.57141,0.26046,0.16813
id14680,0.00149,0.99839,0.00012
id17760,0.2465,0.05369,0.69981
id14436,0.74012,0.23984,0.02003
id17180,0.0241,0.00541,0.97049
id19132,0.06867,0.88464,0.04669
id17497,0.0068,0.99245,0.00075
id26284,0.04913,0.06097,0.8899
id04340,0.01522,0.98423,0.00056
id06427,0.03066,0.96711,0.00223
id08340,0.9312,0.06229,0.00651
id07167,0.00058,0.99704,0.00239
id02218,0.63967,0.00441,0.35592
id18406,0.26153,0.37336,0.36511
id22134,0.76385,0.00634,0.22981
id04983,0.0261,0.02467,0.94923
id17767,0.72015,0.23469,0.04516
id15131,0.05437,0.94063,0.005
id11132,0.96413,0.01674,0.01913
id10054,0.10591,0.11426,0.77983
id03797,0.00872,0.05205,0.93923
id17143,0.80853,0.07391,0.11756
id19078,0.01124,0.00343,0.98534
id04919,0.99983,4e-05,0.00013
id03272,0.08521,0.8959,0.01889
id15047,0.0372,0.05832,0.90448
id23727,0.26627,0.47903,0.2547
id07221,0.78871,0.13643,0.07485
id13974,0.15758,0.83192,0.01051
id24050,0.93889,0.04038,0.02073
id18119,0.98484,0.01145,0.00371
id05205,0.52029,0.45972,0.01998
id05233,0.68007,0.18952,0.13041
id23556,0.37133,0.08808,0.54059
id06323,0.47949,0.34189,0.17862
id27903,0.09559,0.09736,0.80705
id15164,0.77206,0.05631,0.17163
id14714,0.01112,0.96642,0.02246
id11585,0.00106,0.98405,0.01489
id09119,0.27534,0.58509,0.13957
id03135,0.55135,0.27718,0.17147
id23385,0.90952,0.01779,0.07268
id18219,0.58924,0.14791,0.26285
id17596,0.10035,0.89895,0.00071
id12235,0.16222,0.01825,0.81953
id15394,0.38591,0.32763,0.28646
id07727,0.53431,0.02401,0.44168
id02748,0.95148,0.0429,0.00562
id14913,0.11442,0.07493,0.81065
id05257,0.02581,0.00399,0.9702
id23759,0.19309,0.10886,0.69805
id08726,0.918,0.06093,0.02107
id24493,0.9863,0.00764,0.00606
id19945,0.01821,0.97371,0.00808
id27893,0.55993,0.17429,0.26578
id04975,0.04323,0.0795,0.87727
id14722,0.68127,0.15832,0.16041
id10320,0.0112,0.87525,0.11354
id09619,0.04547,0.93829,0.01624
id07480,0.33837,0.4537,0.20792
id00342,0.40164,0.5518,0.04656
id08611,0.97697,0.00299,0.02004
id24284,0.31943,0.01183,0.66874
id20491,0.70759,0.17157,0.12084
id18337,0.00624,0.00345,0.99031
id04781,0.79035,0.0943,0.11535
id11067,0.86279,0.08003,0.05718
id19402,0.75809,0.12274,0.11917
id20009,0.15578,0.04746,0.79676
id08535,0.26086,0.08931,0.64983
id07495,0.03251,0.00866,0.95883
id06262,0.01354,0.00583,0.98063
id10898,0.04746,0.61102,0.34151
id17778,0.14142,0.83179,0.0268
id07210,0.07764,0.82809,0.09427
